file_name,category
Day_of_the_Pharaoh_archive.torrent,softwarelibrary_msdos
DiamondPeter_201802.gif,softwarelibrary_msdos
DigDogs95.gif,softwarelibrary_msdos
Dinosaur_Adventure.zip,softwarelibrary_msdos
DOKTER.zip,softwarelibrary_msdos
DOME.zip,softwarelibrary_msdos
Doom-2_archive.torrent,softwarelibrary_msdos
DOOM.zip,softwarelibrary_msdos
Dos_Mario_archive.torrent,softwarelibrary_msdos
Double-Snake-A.Troshin-1993-v2.1-wrapper-for-Windows.7z,softwarelibrary_msdos
DragonSpires_archive.torrent,softwarelibrary_msdos
DressMeUp23_archive.torrent,softwarelibrary_msdos
Duke Nukum (Front).tif,softwarelibrary_msdos
DuneII.zip,softwarelibrary_msdos
Dungeon-chap1_archive.torrent,softwarelibrary_msdos
DungeonOfPun3.gif,softwarelibrary_msdos
DOFGRIM2.zip,softwarelibrary_msdos
DOFGRIM1.zip,softwarelibrary_msdos
Draaddikte.zip,softwarelibrary_msdos
E-Motion.zip,softwarelibrary_msdos
EARLY.zip,softwarelibrary_msdos
ECLIPSE.zip,softwarelibrary_msdos
EDUPAK.zip,softwarelibrary_msdos
ED.zip,softwarelibrary_msdos
EGAD_EGA_Demo.img,softwarelibrary_msdos
EGAPAINT.zip,softwarelibrary_msdos
EGAROID.zip,softwarelibrary_msdos
EGASLIDE.zip,softwarelibrary_msdos
ELECTION.ISO,softwarelibrary_msdos
ENLCARD.gif,softwarelibrary_msdos
ENTRAP.zip,softwarelibrary_msdos
ERNIE.zip,softwarelibrary_msdos
ESCAPE.zip,softwarelibrary_msdos
EWOLSFTY.zip,softwarelibrary_msdos
EXECBORD.zip,softwarelibrary_msdos
EXECEPK.zip,softwarelibrary_msdos
EXPRESSO.zip,softwarelibrary_msdos
Ecargxus.gif,softwarelibrary_msdos
EdenDaho_archive.torrent,softwarelibrary_msdos
Epic-pinball-sw1_archive.torrent,softwarelibrary_msdos
EscapeFromMonsterCastle.gif,softwarelibrary_msdos
EscapeFromMonsterCastle_201802_archive.torrent,softwarelibrary_msdos
Eternam-sw1_archive.torrent,softwarelibrary_msdos
Eurotap.zip,softwarelibrary_msdos
FACEMAKER.zip,softwarelibrary_msdos
FACE.zip,softwarelibrary_msdos
FALL.zip,softwarelibrary_msdos
FAM-TREE.zip,softwarelibrary_msdos
FARCAL.ZIP,softwarelibrary_msdos
FARFHOME.zip,softwarelibrary_msdos
FASTPACK/FASTPACK.DLL,softwarelibrary_msdos
FATMAN.zip,softwarelibrary_msdos
FBEAR-DOS.zip,softwarelibrary_msdos
FD-Preview_archive.torrent,softwarelibrary_msdos
FIRSTWRITER.zip,softwarelibrary_msdos
FLASH.zip,softwarelibrary_msdos
FLC_BROWNE.gif,softwarelibrary_msdos
FLC_NEUMANN.gif,softwarelibrary_msdos
FLC_SARTISTS.gif,softwarelibrary_msdos
FLC_STIEN.gif,softwarelibrary_msdos
FLMINFO.zip,softwarelibrary_msdos
FLTSIM.zip,softwarelibrary_msdos
FMPLAY.gif,softwarelibrary_msdos
FONTEDIT-360K.img,softwarelibrary_msdos
FORZA4.gif,softwarelibrary_msdos
FROGGER.zip,softwarelibrary_msdos
FROG.zip,softwarelibrary_msdos
EMULATOR.TXT,softwarelibrary_msdos
FidoDido.gif,softwarelibrary_msdos
FILER.ZIP,softwarelibrary_msdos
Disk1.img,softwarelibrary_msdos
FolkisA.zip,softwarelibrary_msdos
FORD.zip,softwarelibrary_msdos
FRANKO.zip,softwarelibrary_msdos
FSIMON.zip,softwarelibrary_msdos
Freak_Show_1994_Voyager.gif,softwarelibrary_msdos
GARFIELD.zip,softwarelibrary_msdos
GEORGEPK.zip,softwarelibrary_msdos
Gahan_Wilsons_The_Ultimate_Haunted_House_1994_Microsoft_Home.zip,softwarelibrary_msdos
Galaxy.zip,softwarelibrary_msdos
GENBUDR.zip,softwarelibrary_msdos
GnuTic.zip,softwarelibrary_msdos
Gobman_archive.torrent,softwarelibrary_msdos
Godofthunder-sw_archive.torrent,softwarelibrary_msdos
GorillasQbasic.gif,softwarelibrary_msdos
GV.zip,softwarelibrary_msdos
Guilty solution.txt,softwarelibrary_msdos
HACK103.gif,softwarelibrary_msdos
HACK36.gif,softwarelibrary_msdos
HACKLITE.gif,softwarelibrary_msdos
HALLSNDU.zip,softwarelibrary_msdos
HANGMAN.zip,softwarelibrary_msdos
HDBLAST.ZIP,softwarelibrary_msdos
HELBENDR_archive.torrent,softwarelibrary_msdos
HERCULESPK.zip,softwarelibrary_msdos
HGHLD.zip,softwarelibrary_msdos
HKPCHOP.zip,softwarelibrary_msdos
HOMEPC.zip,softwarelibrary_msdos
HOOP_DOS_archive.torrent,softwarelibrary_msdos
HOPPER.zip,softwarelibrary_msdos
HPACK79D/HPACK.DOC,softwarelibrary_msdos
HPACOMP/FILE_ID.DIZ,softwarelibrary_msdos
HSEGOLD.gif,softwarelibrary_msdos
HUBBLE.zip,softwarelibrary_msdos
HUGECAVE.gif,softwarelibrary_msdos
Halloween-harry-sw1_archive.torrent,softwarelibrary_msdos
Hallowein3D_archive.torrent,softwarelibrary_msdos
Heartlight-pc_archive.torrent,softwarelibrary_msdos
HeraSwordOfRhin_archive.torrent,softwarelibrary_msdos
HEXIPUZZ.zip,softwarelibrary_msdos
Hexipuzzle_archive.torrent,softwarelibrary_msdos
Hexxagon-argosw_archive.torrent,softwarelibrary_msdos
HOUSE.zip,softwarelibrary_msdos
House_of_Horrors_fix_archive.torrent,softwarelibrary_msdos
Hubie.zip,softwarelibrary_msdos
ICASTON.zip,softwarelibrary_msdos
ICL_PS.gif,softwarelibrary_msdos
IGO-1991_archive.torrent,softwarelibrary_msdos
IMAGITEC.ISO,softwarelibrary_msdos
IMORT.zip,softwarelibrary_msdos
INGEL.zip,softwarelibrary_msdos
INVEX.zip,softwarelibrary_msdos
IPASFLC.gif,softwarelibrary_msdos
ITSABIRDSLIFE.zip,softwarelibrary_msdos
Impede_archive.torrent,softwarelibrary_msdos
ATLANTIS.zip,softwarelibrary_msdos
Interceptor.gif,softwarelibrary_msdos
IMCT.ZIP,softwarelibrary_msdos
Demosceneparty91IntroForThePartyByTrsi1991.gif,softwarelibrary_msdos
ENGITAL.NDC,softwarelibrary_msdos
JASONSTORM.gif,softwarelibrary_msdos
JCSRLE/JCSRLE.EXE,softwarelibrary_msdos
JIGSAW.zip,softwarelibrary_msdos
JONES.zip,softwarelibrary_msdos
JRC110/DESCRIBE.DOC,softwarelibrary_msdos
JUKEBOX.zip,softwarelibrary_msdos
JUNGDEMO.zip,softwarelibrary_msdos
JAV.zip,softwarelibrary_msdos
JOLLY_INSTALLED.zip,softwarelibrary_msdos
Jones-in-the-Fast-Lane_DOS_EN.zip,softwarelibrary_msdos
JustinQuest.gif,softwarelibrary_msdos
KEEN.zip,softwarelibrary_msdos
KELLOGG.zip,softwarelibrary_msdos
KEYS.zip,softwarelibrary_msdos
KIDPIX.zip,softwarelibrary_msdos
KIDZ640.gif,softwarelibrary_msdos
KINGMEN.zip,softwarelibrary_msdos
KLAVER.zip,softwarelibrary_msdos
KLAX.zip,softwarelibrary_msdos
KNIGHTS.zip,softwarelibrary_msdos
KNavi.zip,softwarelibrary_msdos
KabezaboloAventura_archive.torrent,softwarelibrary_msdos
Karateka - IBM Beta (1986-03-03) (ID 952).img,softwarelibrary_msdos
Karateka - IBM Version 1986-01-30 (1986-02-04) (ID 0873).img,softwarelibrary_msdos
KATHDEMO_screenshot.gif,softwarelibrary_msdos
Keen4e-sw_archive.torrent,softwarelibrary_msdos
KC.zip,softwarelibrary_msdos
Kiloblaster.zip,softwarelibrary_msdos
Kingdom_of_Templar_1989.gif,softwarelibrary_msdos
Kosilka.zip,softwarelibrary_msdos
LAWNMOW.zip,softwarelibrary_msdos
LEMMING.zip,softwarelibrary_msdos
LEMMING2.zip,softwarelibrary_msdos
LEMMING3.zip,softwarelibrary_msdos
LETTERS.zip,softwarelibrary_msdos
LHARC_archive.torrent,softwarelibrary_msdos
LHARK04D/LHARK-A.INF,softwarelibrary_msdos
LIONKING.zip,softwarelibrary_msdos
LITTL.zip,softwarelibrary_msdos
LITWILLY.gif,softwarelibrary_msdos
LOOM.zip,softwarelibrary_msdos
LSL.zip,softwarelibrary_msdos
LUDIN.zip,softwarelibrary_msdos
LZHCLIB_archive.torrent,softwarelibrary_msdos
LairOfSquidHP200lx_archive.torrent,softwarelibrary_msdos
LegendsofValour_ita_archive.torrent,softwarelibrary_msdos
Little_Willy_Registered_Version.zip,softwarelibrary_msdos
LodeRunnerTheLegendReturns.gif,softwarelibrary_msdos
LogicAnalyzerVersion20LinkComputerGraphics1987Emu.gif,softwarelibrary_msdos
Lott-O-Luck-1987_archive.torrent,softwarelibrary_msdos
MADDEMO.zip,softwarelibrary_msdos
MADDEN2.zip,softwarelibrary_msdos
MADDEN.zip,softwarelibrary_msdos
MADMAZES.gif,softwarelibrary_msdos
MADMIX.zip,softwarelibrary_msdos
BIG2_CDROM.ISO,softwarelibrary_msdos
MARBLE.zip,softwarelibrary_msdos
MARIO.zip,softwarelibrary_msdos
MARKETSY.gif,softwarelibrary_msdos
MATH.zip,softwarelibrary_msdos
MAXDEMO.gif,softwarelibrary_msdos
MAXIHOST.ZIP,softwarelibrary_msdos
MAZEWARS.gif,softwarelibrary_msdos
MEDICALM_BACK.gif,softwarelibrary_msdos
MEDICALM_ROUNDS.gif,softwarelibrary_msdos
MEGAHOST.ZIP,softwarelibrary_msdos
MESSAGE2.EXE.gif,softwarelibrary_msdos
METAGEAR.gif,softwarelibrary_msdos
MICKABC.zip,softwarelibrary_msdos
MICKABCFR.zip,softwarelibrary_msdos
MICKEYJDM.zip,softwarelibrary_msdos
MICKEYPA.zip,softwarelibrary_msdos
MICKEY.zip,softwarelibrary_msdos
MIDEVAL.zip,softwarelibrary_msdos
MIDNIGHT.zip,softwarelibrary_msdos
IBMWINDOWS.zip,softwarelibrary_msdos
MINIHOST.ZIP,softwarelibrary_msdos
MJWINSOUP.zip,softwarelibrary_msdos
MKTSY2.gif,softwarelibrary_msdos
MLINPUT.gif,softwarelibrary_msdos
MLSLIM.gif,softwarelibrary_msdos
MMJETAD.gif,softwarelibrary_msdos
MMX1_DOS_archive.torrent,softwarelibrary_msdos
MONKEY2.zip,softwarelibrary_msdos
MONKEYISLANDS.zip,softwarelibrary_msdos
MONKEYISLAND.zip,softwarelibrary_msdos
MONKEY.zip,softwarelibrary_msdos
MONOAGAIN.zip,softwarelibrary_msdos
MONOPOLYDX.zip,softwarelibrary_msdos
MONOPOLY.zip,softwarelibrary_msdos
MOONBEAM.COM,softwarelibrary_msdos
MOREBUGS.zip,softwarelibrary_msdos
MORSECOD.BAS_archive.torrent,softwarelibrary_msdos
MOUNTAIN.zip,softwarelibrary_msdos
MRP373.zip,softwarelibrary_msdos
MSHUNTPK.zip,softwarelibrary_msdos
MSPACMAN.zip,softwarelibrary_msdos
MSXIE140/BETATEST.FRM,softwarelibrary_msdos
MUSEUM.zip,softwarelibrary_msdos
MYFAVMON.zip,softwarelibrary_msdos
MZXZZT.ZIP,softwarelibrary_msdos
MahJongg4.1VariousTileSetsAndBoardsNelsAndersonEtAl.1993_archive.torrent,softwarelibrary_msdos
Mah.play,softwarelibrary_msdos
Matritsa.zip,softwarelibrary_msdos
MelodyMasterV2.1.gif,softwarelibrary_msdos
MercuryLincolnAutomobileLeasing1987.gif,softwarelibrary_msdos
MicroCom_106_GAMES-7_Variety.img,softwarelibrary_msdos
MicroCom_109_Gambling_Games.img,softwarelibrary_msdos
MicroCom_10_Present_Slide_Show.img,softwarelibrary_msdos
MicroCom_110_Project_Manager.img,softwarelibrary_msdos
MicroCom_113_Image-3D.img,softwarelibrary_msdos
MicroCom_114_Sorry_Skiing.img,softwarelibrary_msdos
MicroCom_121_GAMES-2_Arcade.img,softwarelibrary_msdos
MicroCom_127_PC-Flowcharts.img,softwarelibrary_msdos
MicroCom_128_Disk_Cataloger.img,softwarelibrary_msdos
MicroCom_132_Frigate_Lucifs_Realm.img,softwarelibrary_msdos
MicroCom_138_Printer_Utilities.img,softwarelibrary_msdos
MicroCom_140_Management_Menus.img,softwarelibrary_msdos
MicroCom_141_GAMES-5_Hack.img,softwarelibrary_msdos
MicroCom_142_Morse_Code_Tutor.img,softwarelibrary_msdos
MicroCom_145_Fingerpaint.img,softwarelibrary_msdos
MicroCom_154_Lawn_Mower_Game.img,softwarelibrary_msdos
MicroCom_159a_Mass_Appeal_1_4.img,softwarelibrary_msdos
MicroCom_159b_Mass_Appeal_2_4.img,softwarelibrary_msdos
MicroCom_159c_Mass_Appeal_3_4.img,softwarelibrary_msdos
MicroCom_159d_Mass_Appeal_4_4.img,softwarelibrary_msdos
MicroCom_15_BibleMen_Game.img,softwarelibrary_msdos
MicroCom_162_Portfolio_Tracker.img,softwarelibrary_msdos
MicroCom_173a_PC-Chart_1_of_2.img,softwarelibrary_msdos
MicroCom_173b_PC-Chart_2_of_2.img,softwarelibrary_msdos
MicroCom_176_GAMES-8_Variety.img,softwarelibrary_msdos
MicroCom_178_Idea_Tree.img,softwarelibrary_msdos
MicroCom_185a_DOS_Ref._Man._1_2.img,softwarelibrary_msdos
MicroCom_185b_DOS_Ref._Man._2_2.img,softwarelibrary_msdos
MicroCom_18_Warrior_Ranadinn.img,softwarelibrary_msdos
MicroCom_191_PC-Quizzer.img,softwarelibrary_msdos
MicroCom_20_Hog_Bear_Adventure.img,softwarelibrary_msdos
MicroCom_210a_3D_Drafting_1_of_2.img,softwarelibrary_msdos
MicroCom_210b_3D_Drafting_2_of_2.img,softwarelibrary_msdos
MicroCom_211a_DanMovie_1_of_2.img,softwarelibrary_msdos
MicroCom_211b_DanMovie_2_of_2.img,softwarelibrary_msdos
MicroCom_214a_Zip-Phone_1_of_2.img,softwarelibrary_msdos
MicroCom_214b_Zip-Phone_2_of_2.img,softwarelibrary_msdos
MicroCom_217_Employee_Mngmnt.img,softwarelibrary_msdos
MicroCom_219a_WrdPrf_v5_Tutr_1_2.img,softwarelibrary_msdos
MicroCom_219b_WrdPrf_v5_Tutr_2_2.img,softwarelibrary_msdos
MicroCom_223_Altamira_Drawing.img,softwarelibrary_msdos
MicroCom_23_GAMES-14_EGA_StarTrek.img,softwarelibrary_msdos
MicroCom_250_Astronomy_Fractals.img,softwarelibrary_msdos
MicroCom_255_Landlord.img,softwarelibrary_msdos
MicroCom_287_Air_Traffic_Control.img,softwarelibrary_msdos
MicroCom_289_GAMES-1_Arcade.img,softwarelibrary_msdos
MicroCom_28_GAMES-12_Variety.img,softwarelibrary_msdos
MicroCom_307_EGA_Simulations.img,softwarelibrary_msdos
MicroCom_309_Blackjack_Arm-chair_Quarterback_Empire_and_more.img,softwarelibrary_msdos
MicroCom_310_PC-Loan_4.img,softwarelibrary_msdos
MicroCom_312_GAMES-4_Adventure.img,softwarelibrary_msdos
MicroCom_314a_Hydroflo_net_1_2.img,softwarelibrary_msdos
MicroCom_314b_Hydroflo_net_2_2.img,softwarelibrary_msdos
MicroCom_316_Prospect_Tracker.img,softwarelibrary_msdos
MicroCom_323a_PC-Estimator_1_2.img,softwarelibrary_msdos
MicroCom_323b_PC-Estimator_2_2.img,softwarelibrary_msdos
MicroCom_332_OWL_Portfolio_Mgmt.img,softwarelibrary_msdos
MicroCom_333_Home_Insurance.img,softwarelibrary_msdos
MicroCom_348_Contact_Plus.img,softwarelibrary_msdos
MicroCom_351_Geneology.img,softwarelibrary_msdos
MicroCom_354_The_Diet_Disk.img,softwarelibrary_msdos
MicroCom_360a_Wordprf_Tutor_1_2.img,softwarelibrary_msdos
MicroCom_360b_Wordprf_Tutor_2_2.img,softwarelibrary_msdos
MicroCom_364_Dungeons_Nirvana.img,softwarelibrary_msdos
MicroCom_371_Video_Chemistry.img,softwarelibrary_msdos
MicroCom_374_Cash-Track.img,softwarelibrary_msdos
MicroCom_383_Mutual_Fund_Mgr..img,softwarelibrary_msdos
MicroCom_394_Captain_Comic.img,softwarelibrary_msdos
MicroCom_395_Reliance_Mail_Syst..img,softwarelibrary_msdos
MicroCom_399_Bass_Tournament.img,softwarelibrary_msdos
MicroCom_400_DOS_Learning_Sys.img,softwarelibrary_msdos
MicroCom_402_Mandelbrot_Magic.img,softwarelibrary_msdos
MicroCom_415a_Creativity_Pkg._1_of_3.img,softwarelibrary_msdos
MicroCom_415b_Creativity_Pkg._2_of_3.img,softwarelibrary_msdos
MicroCom_415c_Creativity_Pkg._3_of_3.img,softwarelibrary_msdos
MicroCom_419_World_Time_Progs.img,softwarelibrary_msdos
MicroCom_454_PC-Jigsaw.img,softwarelibrary_msdos
MicroCom_47_Form_Master.img,softwarelibrary_msdos
MicroCom_53_BUSINESS-1_Forms.img,softwarelibrary_msdos
MicroCom_55_Prop_Rent_Mgr_DEMO.img,softwarelibrary_msdos
MicroCom_5_3D-Star_Trek.img,softwarelibrary_msdos
MicroCom_68_Chemical_Kinetics.img,softwarelibrary_msdos
MicroCom_83_Portfolio_Manager.img,softwarelibrary_msdos
MicroCom_8_Management_Mentor.img,softwarelibrary_msdos
MicroCom_DATA-1a_File_Express_1_of_2.img,softwarelibrary_msdos
MicroCom_DATA-1b_File_Express_2_of_2.img,softwarelibrary_msdos
MicroCom_EDUCATION-2_Facts.img,softwarelibrary_msdos
MicroCom_EDUCATION-3_Typing_Tutor.img,softwarelibrary_msdos
MicroCom_EDUCATION-5_Origami.img,softwarelibrary_msdos
